# YP_680426.1,NP_044927.1,NP_049542.1,NP_043941.1,YP_068409.1,AAB95450.1,YP_077178.1,YP_077180.1,AAS99264.1,AAT46337.1,AAT46339.1,ABZ10812.1,ABI16639.1,ABA71701.1,ABA71699.1,pdb|4IOV|A
       0.0,     179.0,     376.0,     449.0,     115.0,     381.0,     347.0,     364.0,     330.0,     367.0,     181.0,     463.0,     174.0,     370.0,     376.0,     177.0
     179.0,       0.0,     196.0,     193.0,     103.0,     197.0,     199.0,     190.0,     191.0,     195.0,     341.0,     230.0,     301.0,     197.0,     198.0,     343.0
     376.0,     196.0,       0.0,     392.0,     107.0,     694.0,     420.0,     403.0,     345.0,     405.0,     245.0,     399.0,     169.0,     694.0,     688.0,     249.0
     449.0,     193.0,     392.0,       0.0,     105.0,     399.0,     359.0,     372.0,     362.0,     374.0,     192.0,     542.0,     186.0,     388.0,     393.0,     186.0
     115.0,     103.0,     107.0,     105.0,       0.0,     114.0,     108.0,     101.0,     104.0,      97.0,      93.0,     110.0,      88.0,     117.0,     117.0,      93.0
     381.0,     197.0,     694.0,     399.0,     114.0,       0.0,     422.0,     408.0,     343.0,     411.0,     245.0,     408.0,     171.0,     694.0,     688.0,     249.0
     347.0,     199.0,     420.0,     359.0,     108.0,     422.0,       0.0,     471.0,     323.0,     471.0,     234.0,     363.0,     168.0,     419.0,     414.0,     230.0
     364.0,     190.0,     403.0,     372.0,     101.0,     408.0,     471.0,       0.0,     376.0,     543.0,     227.0,     379.0,     168.0,     397.0,     403.0,     223.0
     330.0,     191.0,     345.0,     362.0,     104.0,     343.0,     323.0,     376.0,       0.0,     372.0,     173.0,     385.0,     165.0,     341.0,     343.0,     177.0
     367.0,     195.0,     405.0,     374.0,      97.0,     411.0,     471.0,     543.0,     372.0,       0.0,     230.0,     392.0,     162.0,     399.0,     405.0,     234.0
     181.0,     341.0,     245.0,     192.0,      93.0,     245.0,     234.0,     227.0,     173.0,     230.0,       0.0,     199.0,     350.0,     245.0,     246.0,     715.0
     463.0,     230.0,     399.0,     542.0,     110.0,     408.0,     363.0,     379.0,     385.0,     392.0,     199.0,       0.0,     172.0,     401.0,     400.0,     195.0
     174.0,     301.0,     169.0,     186.0,      88.0,     171.0,     168.0,     168.0,     165.0,     162.0,     350.0,     172.0,       0.0,     171.0,     172.0,     351.0
     370.0,     197.0,     694.0,     388.0,     117.0,     694.0,     419.0,     397.0,     341.0,     399.0,     245.0,     401.0,     171.0,       0.0,     688.0,     249.0
     376.0,     198.0,     688.0,     393.0,     117.0,     688.0,     414.0,     403.0,     343.0,     405.0,     246.0,     400.0,     172.0,     688.0,       0.0,     250.0
     177.0,     343.0,     249.0,     186.0,      93.0,     249.0,     230.0,     223.0,     177.0,     234.0,     715.0,     195.0,     351.0,     249.0,     250.0,       0.0
