# YP_680426.1,NP_044927.1,NP_049542.1,NP_043941.1,YP_068409.1,AAB95450.1,YP_077178.1,YP_077180.1,AAS99264.1,AAT46337.1,AAT46339.1,ABZ10812.1,ABI16639.1,ABA71701.1,ABA71699.1,pdb|4IOV|A
       0.0,     154.0,     347.0,     427.0,      94.0,     354.0,     315.0,     334.0,     300.0,     339.0,     154.0,     442.0,     150.0,     341.0,     348.0,     151.0
     154.0,       0.0,     172.0,     168.0,      82.0,     173.0,     174.0,     162.0,     169.0,     169.0,     317.0,     209.0,     270.0,     173.0,     174.0,     319.0
     347.0,     172.0,       0.0,     361.0,      84.0,     687.0,     399.0,     382.0,     315.0,     383.0,     226.0,     369.0,     143.0,     687.0,     680.0,     229.0
     427.0,     168.0,     361.0,       0.0,      84.0,     370.0,     330.0,     342.0,     333.0,     343.0,     166.0,     520.0,     164.0,     357.0,     363.0,     161.0
      94.0,      82.0,      84.0,      84.0,       0.0,      92.0,      86.0,      79.0,      84.0,      76.0,      73.0,      88.0,      68.0,      95.0,      95.0,      73.0
     354.0,     173.0,     687.0,     370.0,      92.0,       0.0,     402.0,     387.0,     314.0,     391.0,     225.0,     380.0,     145.0,     687.0,     681.0,     228.0
     315.0,     174.0,     399.0,     330.0,      86.0,     402.0,       0.0,     449.0,     291.0,     449.0,     213.0,     332.0,     143.0,     398.0,     392.0,     210.0
     334.0,     162.0,     382.0,     342.0,      79.0,     387.0,     449.0,       0.0,     345.0,     524.0,     205.0,     347.0,     142.0,     375.0,     382.0,     202.0
     300.0,     169.0,     315.0,     333.0,      84.0,     314.0,     291.0,     345.0,       0.0,     343.0,     149.0,     359.0,     142.0,     311.0,     314.0,     152.0
     339.0,     169.0,     383.0,     343.0,      76.0,     391.0,     449.0,     524.0,     343.0,       0.0,     210.0,     364.0,     135.0,     377.0,     384.0,     213.0
     154.0,     317.0,     226.0,     166.0,      73.0,     225.0,     213.0,     205.0,     149.0,     210.0,       0.0,     174.0,     316.0,     225.0,     226.0,     712.0
     442.0,     209.0,     369.0,     520.0,      88.0,     380.0,     332.0,     347.0,     359.0,     364.0,     174.0,       0.0,     147.0,     371.0,     371.0,     171.0
     150.0,     270.0,     143.0,     164.0,      68.0,     145.0,     143.0,     142.0,     142.0,     135.0,     316.0,     147.0,       0.0,     145.0,     146.0,     317.0
     341.0,     173.0,     687.0,     357.0,      95.0,     687.0,     398.0,     375.0,     311.0,     377.0,     225.0,     371.0,     145.0,       0.0,     680.0,     228.0
     348.0,     174.0,     680.0,     363.0,      95.0,     681.0,     392.0,     382.0,     314.0,     384.0,     226.0,     371.0,     146.0,     680.0,       0.0,     229.0
     151.0,     319.0,     229.0,     161.0,      73.0,     228.0,     210.0,     202.0,     152.0,     213.0,     712.0,     171.0,     317.0,     228.0,     229.0,       0.0
