JQLU01000005.1,EDR99618.1,JQKK01000015.1,AUJT01000030.1,ATWC01000054.1,ACV39665.1,ERL25782.1,KB890278.1,ERK53440.1,ERK48421.1,ERK47820.1,KGL43917.1,CBH27300.1,EUJ40903.1,ADQ78341.1,ETE53770.1,CDC65743.1,LARF01000048.1,ACOK01000100.1,JTLD01000029.1,GAE20957.1,EKB54193.1,AEK23281.1,KN549099.1,KIX21336.1,CCB70204.1,AMA48551.1,AEW86266.1,EHO06562.1,EHO08761.1,EKB06014.1,ADQ80738.1,KGE88582.1,KGL55352.1,ALJ25681.1,ALJ26029.1,ALO30226.1,ALA94104.1,GAP82240.1,ERJ81987.1,ERJ65637.1,ERJ65503.1,ERJ64231.1,AIJ36392.1,EOA10535.1,BAK25606.1,ERJ88434.1,ERJ87335.1,EIW94777.1,AAQ65551.1,KGN88274.1,KKC50278.1,KGN87312.1,KGN85385.1,KGN76020.1,KGO05347.1,KGL48767.1,KB899147.1,JHUW01000010.1,EJP27887.1,KIP58075.1,KIP63359.1,KIP62088.1,KIP58950.1,BAKF01000019.1,EFU31981.1,JVYU01002440.1,BAJY01000004.1,AFJ07523.1,KE392225.1,KJJ86756.1,EGQ18444.1,ERJ98772.1,BAJN01000005.1,EKY00089.1,BAKN01000001.1,AKP71851.1,AGC41344.1,AKQ40303.1,JTLI01000096.1,KDE72144.1,EHO19081.1,EIJ68860.1,JHXW01000011.1
       0.0,  116604.0,   21648.0,   23125.0,       0.0,   66177.0,  126691.0,    9595.0,   60516.0,   67897.0,   56828.0,   92747.0,   75776.0,  112673.0,   67407.0,   35179.0,  124476.0,  125214.0,  121770.0,  117096.0,   76998.0,   50184.0,   56334.0,   69618.0,   67159.0,   68388.0,   52890.0,   61254.0,   66175.0,   66666.0,   66666.0,   67404.0,   73062.0,   62238.0,   72079.0,   76014.0,   62238.0,   76014.0,  123492.0,   72079.0,   72079.0,  165804.0,  179580.0,   76014.0,   62238.0,   76014.0,  165804.0,   72079.0,   72079.0,   62238.0,   76014.0,   62238.0,   62484.0,   76014.0,   72079.0,   62238.0,   62238.0,   81672.0,   23616.0,   74047.0,   83148.0,   83148.0,   83148.0,   83148.0,   74784.0,   74047.0,   74047.0,   72570.0,   72324.0,   74292.0,   74538.0,   74538.0,   71095.0,   76753.0,   68389.0,   64698.0,  118080.0,  118080.0,   81918.0,  125214.0,   77982.0,  186961.0,   76998.0,   75769.0
  116604.0,       0.0,   41624.0,   44462.0,       0.0,  127237.0,  243595.0,   18447.0,  116358.0,  130548.0,  109264.0,  178321.0,  145685.0,  216634.0,  129604.0,   67639.0,  239374.0,  240792.0,  234164.0,  225149.0,  148052.0,   96493.0,  108318.0,  133859.0,  129130.0,  131496.0,  101695.0,  117778.0,  127237.0,  128183.0,  128183.0,  129603.0,  140482.0,  119670.0,  138589.0,  146158.0,  119670.0,  146158.0,  237447.0,  138589.0,  138589.0,  318803.0,  345291.0,  146158.0,  119670.0,  146158.0,  318803.0,  138589.0,  138589.0,  119670.0,  146158.0,  119670.0,  120143.0,  146158.0,  138589.0,  119670.0,  119670.0,  157036.0,   45409.0,  142374.0,  159875.0,  159875.0,  159875.0,  159875.0,  143793.0,  142374.0,  142374.0,  139536.0,  139063.0,  142847.0,  143320.0,  143320.0,  136697.0,  147576.0,  131494.0,  124399.0,  227041.0,  227041.0,  157510.0,  240757.0,  149942.0,  359480.0,  148050.0,  145684.0
   21648.0,   41624.0,       0.0,    8198.0,      34.0,   23403.0,   44805.0,    3393.0,   21402.0,   24012.0,   20097.0,   32799.0,   26796.0,   39846.0,   23838.0,   12442.0,   44022.0,   44283.0,   43066.0,   41412.0,   27231.0,   17748.0,   19923.0,   24621.0,   23751.0,   24186.0,   18705.0,   21663.0,   23403.0,   23577.0,   23577.0,   23838.0,   25839.0,   22011.0,   25492.0,   26883.0,   22011.0,   26883.0,   43674.0,   25492.0,   25492.0,   58638.0,   63510.0,   26883.0,   22011.0,   26883.0,   58638.0,   25492.0,   25492.0,   22011.0,   26883.0,   22011.0,   22098.0,   26883.0,   25492.0,   22011.0,   22011.0,   28884.0,    8352.0,   26187.0,   29406.0,   29406.0,   29406.0,   29406.0,   26448.0,   26187.0,   26187.0,   25665.0,   25578.0,   26274.0,   26361.0,   26361.0,   25143.0,   27144.0,   24186.0,   22883.0,   41760.0,   41760.0,   28971.0,   44283.0,   27579.0,   66122.0,   27231.0,   26796.0
   23125.0,   44462.0,    8198.0,       0.0,       7.0,   25017.0,   47895.0,    3628.0,   22878.0,   25669.0,   21483.0,   35061.0,   28644.0,   42594.0,   25482.0,   13299.0,   47058.0,   47338.0,   46036.0,   44268.0,   29109.0,   18972.0,   21297.0,   26319.0,   25391.0,   25854.0,   19995.0,   23157.0,   25017.0,   25203.0,   25203.0,   25482.0,   27621.0,   23529.0,   27250.0,   28737.0,   23529.0,   28737.0,   46686.0,   27250.0,   27250.0,   62682.0,   67890.0,   28737.0,   23529.0,   28737.0,   62682.0,   27250.0,   27250.0,   23529.0,   28737.0,   23529.0,   23622.0,   28737.0,   27250.0,   23529.0,   23529.0,   30877.0,    8929.0,   27993.0,   31434.0,   31434.0,   31434.0,   31434.0,   28272.0,   27993.0,   27993.0,   27435.0,   27342.0,   28086.0,   28179.0,   28179.0,   26877.0,   29017.0,   25854.0,   24459.0,   44640.0,   44640.0,   30969.0,   47337.0,   29481.0,   70681.0,   29109.0,   28645.0
       0.0,       0.0,      34.0,       7.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0
   66177.0,  127237.0,   23403.0,   25017.0,       0.0,       0.0,  138604.0,   10452.0,   65930.0,   74595.0,   61953.0,  101039.0,   82549.0,  122747.0,   73435.0,   38324.0,  135609.0,  136412.0,  132660.0,  127568.0,   83884.0,   54672.0,   61372.0,   75844.0,   73164.0,   74504.0,   57620.0,   66732.0,   72093.0,   72628.0,   72628.0,   73432.0,   79596.0,   67804.0,   78524.0,   82812.0,   67804.0,   82812.0,  134536.0,   78524.0,   78524.0,  180632.0,  195640.0,   82812.0,   67804.0,   82812.0,  180632.0,   78524.0,   78524.0,   67804.0,   82812.0,   67804.0,   68072.0,   82812.0,   78524.0,   67804.0,   67804.0,   88976.0,   25728.0,   80669.0,   90584.0,   90584.0,   90584.0,   90584.0,   81473.0,   80669.0,   80669.0,   79060.0,   78793.0,   80937.0,   81205.0,   81205.0,   77453.0,   83617.0,   74505.0,   70484.0,  128640.0,  128640.0,   89244.0,  136412.0,   84956.0,  203680.0,   83884.0,   82544.0
  126691.0,  243595.0,   44805.0,   47895.0,       0.0,  138604.0,       0.0,   20046.0,  126446.0,  142291.0,  118777.0,  193779.0,  158314.0,  235413.0,  140837.0,   73502.0,  260085.0,  261626.0,  254430.0,  244664.0,  160882.0,  104856.0,  117706.0,  145462.0,  140322.0,  142892.0,  110510.0,  127986.0,  138267.0,  139294.0,  139294.0,  140836.0,  152658.0,  130042.0,  150602.0,  158826.0,  130042.0,  158826.0,  258028.0,  150602.0,  150602.0,  346436.0,  375220.0,  158826.0,  130042.0,  158826.0,  346436.0,  150602.0,  150602.0,  130042.0,  158826.0,  130042.0,  130556.0,  158826.0,  150602.0,  130042.0,  130042.0,  170648.0,   49344.0,  154715.0,  173732.0,  173732.0,  173732.0,  173732.0,  156257.0,  154715.0,  154715.0,  151630.0,  151117.0,  155229.0,  155743.0,  155743.0,  148547.0,  160369.0,  142893.0,  135182.0,  246720.0,  246720.0,  171162.0,  261626.0,  162938.0,  390640.0,  160882.0,  158312.0
    9595.0,   18447.0,    3393.0,    3628.0,       0.0,   10452.0,   20046.0,       0.0,    9348.0,   10489.0,    8778.0,   14326.0,   11704.0,   17404.0,   10412.0,    5434.0,   19228.0,   19342.0,   18810.0,   18088.0,   11894.0,    7752.0,    8702.0,   10754.0,   10375.0,   10564.0,    8170.0,    9462.0,   10222.0,   10299.0,   10298.0,   10412.0,   11286.0,    9614.0,   11135.0,   11742.0,    9614.0,   11742.0,   19076.0,   11135.0,   11135.0,   25612.0,   27740.0,   11742.0,    9614.0,   11742.0,   25612.0,   11135.0,   11135.0,    9614.0,   11742.0,    9614.0,    9652.0,   11742.0,   11135.0,    9614.0,    9614.0,   12616.0,    3648.0,   11438.0,   12844.0,   12844.0,   12844.0,   12844.0,   11552.0,   11438.0,   11438.0,   11210.0,   11172.0,   11476.0,   11514.0,   11514.0,   10982.0,   11856.0,   10565.0,    9994.0,   18240.0,   18240.0,   12654.0,   19342.0,   12046.0,   28881.0,   11894.0,   11706.0
   60516.0,  116358.0,   21402.0,   22878.0,       0.0,   65930.0,  126446.0,    9348.0,       0.0,   67621.0,   56596.0,   92366.0,   75460.0,  112211.0,   67130.0,   35035.0,  123971.0,  124705.0,  121275.0,  116621.0,   76685.0,   49980.0,   56105.0,   69335.0,   66885.0,   68110.0,   52675.0,   61005.0,   65905.0,   66396.0,   66396.0,   67130.0,   72765.0,   61985.0,   71785.0,   75705.0,   61985.0,   75705.0,  122990.0,   71785.0,   71785.0,  165130.0,  178850.0,   75705.0,   61985.0,   75705.0,  165130.0,   71785.0,   71785.0,   61985.0,   75705.0,   61985.0,   62230.0,   75705.0,   71785.0,   61985.0,   61985.0,   81340.0,   23520.0,   73745.0,   82810.0,   82810.0,   82810.0,   82810.0,   74481.0,   73745.0,   73745.0,   72275.0,   72031.0,   73991.0,   74236.0,   74236.0,   70805.0,   76440.0,   68110.0,   64435.0,  117600.0,  117600.0,   81585.0,  124705.0,   77665.0,  186200.0,   76685.0,   75460.0
   67897.0,  130548.0,   24012.0,   25669.0,       0.0,   74595.0,  142291.0,   10489.0,   67621.0,       0.0,   63565.0,  103677.0,   84702.0,  125952.0,   75351.0,   39325.0,  139151.0,  139975.0,  136125.0,  130900.0,   86075.0,   56100.0,   62975.0,   77825.0,   75076.0,   76450.0,   59125.0,   68475.0,   73975.0,   74525.0,   74525.0,   75350.0,   81675.0,   69575.0,   80576.0,   84975.0,   69575.0,   84975.0,  138050.0,   80576.0,   80576.0,  185350.0,  200750.0,   84975.0,   69575.0,   84975.0,  185350.0,   80576.0,   80576.0,   69575.0,   84975.0,   69575.0,   69850.0,   84975.0,   80576.0,   69575.0,   69575.0,   91300.0,   26400.0,   82775.0,   92950.0,   92950.0,   92950.0,   92950.0,   83601.0,   82775.0,   82775.0,   81125.0,   80851.0,   83051.0,   83326.0,   83326.0,   79475.0,   85800.0,   76450.0,   72325.0,  132000.0,  132000.0,   91575.0,  139975.0,   87175.0,  209001.0,   86075.0,   84701.0
