JQLU01000005.1,EDR99618.1,JQKK01000015.1,AUJT01000030.1,ATWC01000054.1,ACV39665.1,ERL25782.1,KB890278.1,ERK53440.1,ERK48421.1,ERK47820.1,KGL43917.1,CBH27300.1,EUJ40903.1,ADQ78341.1,ETE53770.1,CDC65743.1,LARF01000048.1,ACOK01000100.1,JTLD01000029.1,GAE20957.1,EKB54193.1,AEK23281.1,KN549099.1,KIX21336.1,CCB70204.1,AMA48551.1,AEW86266.1,EHO06562.1,EHO08761.1,EKB06014.1,ADQ80738.1,KGE88582.1,KGL55352.1,ALJ25681.1,ALJ26029.1,ALO30226.1,ALA94104.1,GAP82240.1,ERJ81987.1,ERJ65637.1,ERJ65503.1,ERJ64231.1,AIJ36392.1,EOA10535.1,BAK25606.1,ERJ88434.1,ERJ87335.1,EIW94777.1,AAQ65551.1,KGN88274.1,KKC50278.1,KGN87312.1,KGN85385.1,KGN76020.1,KGO05347.1,KGL48767.1,KB899147.1,JHUW01000010.1,EJP27887.1,KIP58075.1,KIP63359.1,KIP62088.1,KIP58950.1,BAKF01000019.1,EFU31981.1,JVYU01002440.1,BAJY01000004.1,AFJ07523.1,KE392225.1,KJJ86756.1,EGQ18444.1,ERJ98772.1,BAJN01000005.1,EKY00089.1,BAKN01000001.1,AKP71851.1,AGC41344.1,AKQ40303.1,JTLI01000096.1,KDE72144.1,EHO19081.1,EIJ68860.1,JHXW01000011.1
       0.0,  115885.0,   21315.0,   22786.0,       0.0,   65662.0,  125931.0,    9311.0,   60025.0,   67376.0,   56351.0,   92122.0,   75218.0,  111967.0,   66885.0,   34790.0,  123725.0,  124460.0,  121030.0,  116375.0,   76440.0,   49735.0,   55860.0,   69090.0,   66641.0,   67865.0,   52430.0,   60760.0,   65661.0,   66150.0,   66150.0,   66885.0,   72520.0,   61740.0,   71541.0,   75460.0,   61740.0,   75460.0,  122745.0,   71541.0,   71541.0,  164885.0,  178605.0,   75460.0,   61740.0,   75460.0,  164885.0,   71541.0,   71541.0,   61740.0,   75460.0,   61740.0,   61985.0,   75460.0,   71541.0,   61740.0,   61740.0,   81095.0,   23275.0,   73501.0,   82565.0,   82565.0,   82565.0,   82565.0,   74235.0,   73501.0,   73501.0,   72030.0,   71785.0,   73745.0,   73990.0,   73990.0,   70561.0,   76196.0,   67866.0,   64190.0,  117355.0,  117355.0,   81340.0,  124460.0,   77420.0,  185956.0,   76440.0,   75216.0
  115885.0,       0.0,   41064.0,   43896.0,       0.0,  126496.0,  242608.0,   17936.0,  115640.0,  129800.0,  108561.0,  177472.0,  144905.0,  215704.0,  128858.0,   67024.0,  238391.0,  239806.0,  233189.0,  224201.0,  147267.0,   95817.0,  107617.0,  133104.0,  128385.0,  130746.0,  101008.0,  117057.0,  126496.0,  127440.0,  127440.0,  128857.0,  139713.0,  118945.0,  137824.0,  145377.0,  118945.0,  145377.0,  236473.0,  137824.0,  137824.0,  317657.0,  344089.0,  145377.0,  118945.0,  145377.0,  317657.0,  137824.0,  137824.0,  118945.0,  145377.0,  118945.0,  119417.0,  145377.0,  137824.0,  118945.0,  118945.0,  156232.0,   44841.0,  141601.0,  159065.0,  159065.0,  159065.0,  159065.0,  143017.0,  141601.0,  141601.0,  138769.0,  138297.0,  142073.0,  142545.0,  142545.0,  135936.0,  146792.0,  130744.0,  123664.0,  226089.0,  226089.0,  156705.0,  239776.0,  149153.0,  358248.0,  147265.0,  144904.0
   21315.0,   41064.0,       0.0,    8012.0,      25.0,   23048.0,   44204.0,    3268.0,   21070.0,   23650.0,   19780.0,   32336.0,   26402.0,   39302.0,   23478.0,   12213.0,   43430.0,   43688.0,   42485.0,   40850.0,   26832.0,   17458.0,   19608.0,   24252.0,   23392.0,   23822.0,   18404.0,   21328.0,   23048.0,   23220.0,   23220.0,   23478.0,   25456.0,   21672.0,   25113.0,   26488.0,   21672.0,   26488.0,   43086.0,   25113.0,   25113.0,   57878.0,   62694.0,   26488.0,   21672.0,   26488.0,   57878.0,   25113.0,   25113.0,   21672.0,   26488.0,   21672.0,   21758.0,   26488.0,   25113.0,   21672.0,   21672.0,   28466.0,    8170.0,   25800.0,   28982.0,   28982.0,   28982.0,   28982.0,   26058.0,   25800.0,   25800.0,   25284.0,   25198.0,   25886.0,   25972.0,   25972.0,   24768.0,   26746.0,   23822.0,   22534.0,   41194.0,   41194.0,   28552.0,   43688.0,   27176.0,   65276.0,   26832.0,   26402.0
   22786.0,   43896.0,    8012.0,       0.0,       2.0,   24656.0,   47288.0,    3497.0,   22540.0,   25301.0,   21160.0,   34592.0,   28244.0,   42044.0,   25116.0,   13064.0,   46460.0,   46737.0,   45449.0,   43700.0,   28704.0,   18676.0,   20976.0,   25944.0,   25026.0,   25484.0,   19688.0,   22816.0,   24656.0,   24840.0,   24840.0,   25116.0,   27232.0,   23184.0,   26865.0,   28336.0,   23184.0,   28336.0,   46092.0,   26865.0,   26865.0,   61916.0,   67068.0,   28336.0,   23184.0,   28336.0,   61916.0,   26865.0,   26865.0,   23184.0,   28336.0,   23184.0,   23276.0,   28336.0,   26865.0,   23184.0,   23184.0,   30453.0,    8741.0,   27600.0,   31004.0,   31004.0,   31004.0,   31004.0,   27876.0,   27600.0,   27600.0,   27048.0,   26956.0,   27692.0,   27784.0,   27784.0,   26496.0,   28613.0,   25484.0,   24104.0,   44068.0,   44068.0,   30544.0,   46736.0,   29072.0,   69829.0,   28704.0,   28245.0
       0.0,       0.0,      25.0,       2.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0
   65662.0,  126496.0,   23048.0,   24656.0,       0.0,       0.0,  137797.0,   10146.0,   65417.0,   74024.0,   61444.0,  100394.0,   81973.0,  122021.0,   72892.0,   37914.0,  134836.0,  135636.0,  131898.0,  126825.0,   83304.0,   54201.0,   60876.0,   75294.0,   72624.0,   73959.0,   57138.0,   66216.0,   71557.0,   72090.0,   72090.0,   72891.0,   79032.0,   67284.0,   77964.0,   82236.0,   67284.0,   82236.0,  133767.0,   77964.0,   77964.0,  179691.0,  194643.0,   82236.0,   67284.0,   82236.0,  179691.0,   77964.0,   77964.0,   67284.0,   82236.0,   67284.0,   67551.0,   82236.0,   77964.0,   67284.0,   67284.0,   88377.0,   25365.0,   80101.0,   89979.0,   89979.0,   89979.0,   89979.0,   80902.0,   80101.0,   80101.0,   78498.0,   78232.0,   80368.0,   80635.0,   80635.0,   76897.0,   83038.0,   73960.0,   69954.0,  127893.0,  127893.0,   88644.0,  135636.0,   84372.0,  202653.0,   83304.0,   81969.0
  125931.0,  242608.0,   44204.0,   47288.0,       0.0,  137797.0,       0.0,   19494.0,  125687.0,  141470.0,  118020.0,  192889.0,  157491.0,  234442.0,  140049.0,   72846.0,  259066.0,  260604.0,  253422.0,  243675.0,  160056.0,  104139.0,  116964.0,  144666.0,  139536.0,  142101.0,  109782.0,  127224.0,  137485.0,  138510.0,  138510.0,  140049.0,  151848.0,  129276.0,  149796.0,  158004.0,  129276.0,  158004.0,  257013.0,  149796.0,  149796.0,  345249.0,  373977.0,  158004.0,  129276.0,  158004.0,  345249.0,  149796.0,  149796.0,  129276.0,  158004.0,  129276.0,  129789.0,  158004.0,  149796.0,  129276.0,  129276.0,  169803.0,   48735.0,  153901.0,  172881.0,  172881.0,  172881.0,  172881.0,  155440.0,  153901.0,  153901.0,  150822.0,  150310.0,  154414.0,  154927.0,  154927.0,  147745.0,  159544.0,  142102.0,  134406.0,  245727.0,  245727.0,  170316.0,  260604.0,  162108.0,  389367.0,  160056.0,  157491.0
    9311.0,   17936.0,    3268.0,    3497.0,       0.0,   10146.0,   19494.0,       0.0,    9065.0,   10176.0,    8510.0,   13912.0,   11359.0,   16909.0,   10101.0,    5254.0,   18685.0,   18796.0,   18278.0,   17575.0,   11544.0,    7511.0,    8436.0,   10434.0,   10065.0,   10249.0,    7918.0,    9176.0,    9916.0,    9991.0,    9990.0,   10101.0,   10952.0,    9324.0,   10805.0,   11396.0,    9324.0,   11396.0,   18537.0,   10805.0,   10805.0,   24901.0,   26973.0,   11396.0,    9324.0,   11396.0,   24901.0,   10805.0,   10805.0,    9324.0,   11396.0,    9324.0,    9361.0,   11396.0,   10805.0,    9324.0,    9324.0,   12247.0,    3515.0,   11100.0,   12469.0,   12469.0,   12469.0,   12469.0,   11211.0,   11100.0,   11100.0,   10878.0,   10841.0,   11137.0,   11174.0,   11174.0,   10656.0,   11507.0,   10250.0,    9694.0,   17723.0,   17723.0,   12284.0,   18796.0,   11692.0,   28084.0,   11544.0,   11361.0
   60025.0,  115640.0,   21070.0,   22540.0,       0.0,   65417.0,  125687.0,    9065.0,       0.0,   67101.0,   56121.0,   91745.0,   74908.0,  111509.0,   66612.0,   34648.0,  123221.0,  123952.0,  120536.0,  115901.0,   76128.0,   49532.0,   55632.0,   68808.0,   66368.0,   67588.0,   52216.0,   60512.0,   65392.0,   65881.0,   65881.0,   66612.0,   72224.0,   61488.0,   71248.0,   75152.0,   61488.0,   75152.0,  122244.0,   71248.0,   71248.0,  164212.0,  177876.0,   75152.0,   61488.0,   75152.0,  164212.0,   71248.0,   71248.0,   61488.0,   75152.0,   61488.0,   61732.0,   75152.0,   71248.0,   61488.0,   61488.0,   80764.0,   23180.0,   73200.0,   82228.0,   82228.0,   82228.0,   82228.0,   73933.0,   73200.0,   73200.0,   71736.0,   71493.0,   73445.0,   73689.0,   73689.0,   70272.0,   75884.0,   67588.0,   63928.0,  116876.0,  116876.0,   81008.0,  123952.0,   77104.0,  185196.0,   76128.0,   74908.0
   67376.0,  129800.0,   23650.0,   25301.0,       0.0,   74024.0,  141470.0,   10176.0,   67101.0,       0.0,   63048.0,  103026.0,   84118.0,  125220.0,   74802.0,   38908.0,  138371.0,  139192.0,  135356.0,  130150.0,   85488.0,   55622.0,   62472.0,   77268.0,   74529.0,   75898.0,   58636.0,   67952.0,   73432.0,   73980.0,   73980.0,   74802.0,   81104.0,   69048.0,   80009.0,   84392.0,   69048.0,   84392.0,  137274.0,   80009.0,   80009.0,  184402.0,  199746.0,   84392.0,   69048.0,   84392.0,  184402.0,   80009.0,   80009.0,   69048.0,   84392.0,   69048.0,   69322.0,   84392.0,   80009.0,   69048.0,   69048.0,   90694.0,   26030.0,   82200.0,   92338.0,   92338.0,   92338.0,   92338.0,   83023.0,   82200.0,   82200.0,   80556.0,   80283.0,   82475.0,   82749.0,   82749.0,   78912.0,   85214.0,   75898.0,   71788.0,  131246.0,  131246.0,   90968.0,  139192.0,   86584.0,  207967.0,   85488.0,   84119.0
